transcript_id	transcript_id_gencode_v47
transcript_133235	0
transcript_133236	0
transcript_133239	0
transcript_13324	1
transcript_133242	1
transcript_133243	0
transcript_133245	0
transcript_133251	1
transcript_133252	0
transcript_133253	0
transcript_133257	0
transcript_133265	1
transcript_133266	0
transcript_133267	0
transcript_133269	0
transcript_133270	0
transcript_133271	0
transcript_13328	1
transcript_133285	0
transcript_133287	0
transcript_133290	0
transcript_133292	0
transcript_133293	0
transcript_133294	0
transcript_133297	1
transcript_133298	0
transcript_1333	0
transcript_133300	0
transcript_133306	1
transcript_133307	0
transcript_13331	1
transcript_133310	1
transcript_133322	1
transcript_133329	1
transcript_13333	1
transcript_133334	0
transcript_133335	1
transcript_133337	1
transcript_13334	1
transcript_133342	0
transcript_133344	0
transcript_133345	0
transcript_133347	0
transcript_133349	1
transcript_133350	0
transcript_133352	1
transcript_133353	0
transcript_133354	0
transcript_133357	1
transcript_133358	1
transcript_133360	0
transcript_133361	0
transcript_133363	0
transcript_133364	1
transcript_133365	0
transcript_133370	1
transcript_133372	1
transcript_133374	1
transcript_133375	1
transcript_133376	1
transcript_133377	1
transcript_133378	1
transcript_133379	1
transcript_133380	1
transcript_133381	1
transcript_133382	1
transcript_133384	1
transcript_133385	1
transcript_133392	0
transcript_133393	0
transcript_133394	0
transcript_133397	0
transcript_133399	0
transcript_133401	0
transcript_133405	0
transcript_133409	0
transcript_133414	0
transcript_133415	0
transcript_133416	0
transcript_133420	0
transcript_133421	0
transcript_133422	0
transcript_133428	0
transcript_133429	0
transcript_133431	0
transcript_133433	0
transcript_133436	1
transcript_133439	0
transcript_133442	0
transcript_133446	0
transcript_133447	1
transcript_133449	0
transcript_133450	1
transcript_133453	0
transcript_133454	0
transcript_133455	0
transcript_133456	0
transcript_133458	0
transcript_133460	1
transcript_133462	0
transcript_133466	0
transcript_133468	1
transcript_133469	0
transcript_133470	0
transcript_133476	1
transcript_133477	1
transcript_133478	1
transcript_133479	1
transcript_13348	1
transcript_133482	1
transcript_133486	1
transcript_133489	0
transcript_13349	0
transcript_133492	1
transcript_133493	1
transcript_133497	0
transcript_133498	0
transcript_133499	1
transcript_133500	1
transcript_133501	1
transcript_133505	1
transcript_133508	1
transcript_133509	1
transcript_13351	1
transcript_133510	1
transcript_133511	1
transcript_133512	1
transcript_133513	1
transcript_133514	1
transcript_133516	1
transcript_133519	1
transcript_13352	1
transcript_133521	1
transcript_133523	1
transcript_133524	1
transcript_133525	1
transcript_133526	1
transcript_133527	1
transcript_133531	1
transcript_133543	1
transcript_133548	1
transcript_133549	1
transcript_133550	1
transcript_133551	1
transcript_133577	1
transcript_133578	1
transcript_133579	1
transcript_133582	1
transcript_133588	0
transcript_133589	0
transcript_133591	1
transcript_133592	1
transcript_133594	1
transcript_133598	1
transcript_1336	0
transcript_13360	1
transcript_133600	0
transcript_133604	0
transcript_133610	1
transcript_133612	1
transcript_133617	1
transcript_13362	0
transcript_133626	1
transcript_133627	0
transcript_133628	2
transcript_133631	1
transcript_133641	1
transcript_133642	1
transcript_13365	1
transcript_133651	1
transcript_133656	1
transcript_133657	1
transcript_133658	1
transcript_13366	1
transcript_133661	1
transcript_133662	1
transcript_133663	1
transcript_133669	1
transcript_13367	0
transcript_133671	1
transcript_133676	1
transcript_133681	0
transcript_133683	0
transcript_133684	1
transcript_13369	1
transcript_133690	0
transcript_133698	1
transcript_1337	0
transcript_133700	1
transcript_133701	1
transcript_133703	1
transcript_133705	1
transcript_133706	1
transcript_133707	1
transcript_133709	1
transcript_133712	1
transcript_133714	1
transcript_133715	1
transcript_133718	1
transcript_133719	1
transcript_133720	1
transcript_133722	0
transcript_133723	0
transcript_133724	2
transcript_133725	1
transcript_133726	1
transcript_133727	1
transcript_13373	0
transcript_133730	1
transcript_133733	1
transcript_133736	1
transcript_133739	1
transcript_133740	1
transcript_133741	1
transcript_133742	1
transcript_133743	1
transcript_133744	1
transcript_133745	1
transcript_133747	1
transcript_133751	1
transcript_133752	1
transcript_133753	1
transcript_133760	1
transcript_133765	1
transcript_133769	1
transcript_13377	1
transcript_133771	1
transcript_133773	1
transcript_133775	1
transcript_133776	1
transcript_133777	1
transcript_133778	1
transcript_13378	0
transcript_133780	1
transcript_133781	1
transcript_133782	1
transcript_133783	1
transcript_133784	1
transcript_133785	1
transcript_133786	1
transcript_133787	1
transcript_133789	1
transcript_133790	1
transcript_133791	1
transcript_133793	1
transcript_133795	1
transcript_133796	1
transcript_133801	1
transcript_133809	1
transcript_133814	1
transcript_133816	0
transcript_133819	1
transcript_133821	1
transcript_133824	1
transcript_133827	1
transcript_133829	1
transcript_133830	1
transcript_133831	0
transcript_133832	1
transcript_133835	1
transcript_133837	1
transcript_133838	1
transcript_133841	0
transcript_133842	1
transcript_133843	0
transcript_133844	1
transcript_133855	1
transcript_133856	1
transcript_133862	1
transcript_133867	1
transcript_133868	1
transcript_133870	1
transcript_133872	1
transcript_133877	1
transcript_133878	1
transcript_133879	1
transcript_133881	1
transcript_133882	1
transcript_133884	0
transcript_13389	1
transcript_133890	1
transcript_133893	0
transcript_133895	1
transcript_133896	0
transcript_133898	1
transcript_133899	1
transcript_1339	0
transcript_133905	0
transcript_133906	1
transcript_133907	1
transcript_133915	0
transcript_133920	1
transcript_133926	0
transcript_133934	0
transcript_13394	0
transcript_133952	0
transcript_133957	0
transcript_133958	1
transcript_133960	1
transcript_133962	1
transcript_133963	0
transcript_133970	0
transcript_133971	0
transcript_133972	0
transcript_133975	0
transcript_133976	0
transcript_133977	0
transcript_133978	0
transcript_133981	0
transcript_133982	0
transcript_133988	1
transcript_13399	1
transcript_133990	0
transcript_133993	0
transcript_133994	0
transcript_133999	1
transcript_134	1
transcript_134000	0
transcript_134002	0
transcript_134003	0
transcript_134004	0
transcript_134006	1
transcript_134007	1
transcript_134008	1
transcript_134009	1
transcript_134013	0
transcript_134014	0
transcript_134019	1
transcript_134021	1
transcript_134040	1
transcript_134049	0
transcript_134052	1
transcript_134053	1
transcript_134054	1
transcript_134057	1
transcript_134059	1
transcript_134064	1
transcript_134068	0
transcript_134070	1
transcript_134071	1
transcript_134072	1
transcript_134074	0
transcript_134076	0
transcript_134077	1
transcript_134081	1
transcript_134095	0
transcript_134098	0
transcript_134099	1
transcript_1341	0
transcript_134104	0
transcript_134105	0
transcript_134121	0
transcript_134124	0
transcript_134127	0
transcript_134128	0
transcript_134136	0
transcript_134139	1
transcript_13414	1
transcript_134140	1
transcript_134144	1
transcript_134150	1
transcript_134157	1
transcript_134164	0
transcript_134167	0
transcript_134177	1
transcript_134180	0
transcript_134181	0
transcript_134186	1
transcript_134205	1
transcript_134206	1
transcript_134207	1
transcript_134208	1
transcript_134209	2
transcript_134210	0
transcript_134211	1
transcript_134214	1
transcript_134215	1
transcript_134217	1
transcript_134222	1
transcript_134224	1
transcript_134227	1
transcript_134228	1
transcript_134229	1
transcript_134230	1
transcript_134233	1
transcript_134234	1
transcript_134240	1
transcript_134241	1
transcript_134242	1
transcript_134243	1
transcript_134244	1
transcript_134245	1
transcript_134246	1
transcript_134247	1
transcript_134248	1
transcript_134249	1
transcript_134255	1
transcript_134260	1
transcript_134261	1
transcript_134269	1
transcript_134273	1
transcript_134274	1
transcript_134275	1
transcript_13428	1
transcript_134287	0
transcript_134289	0
transcript_134291	0
transcript_134294	1
transcript_134296	1
transcript_134297	0
transcript_134298	0
transcript_13430	1
transcript_134306	0
transcript_134309	1
transcript_134313	0
transcript_134322	1
transcript_134326	1
transcript_134328	1
transcript_13433	1
transcript_134333	1
transcript_134349	1
transcript_134350	1
transcript_134351	1
transcript_134352	1
transcript_13436	1
transcript_134364	1
transcript_134366	1
transcript_134367	1
transcript_134369	1
transcript_13437	0
transcript_134370	1
transcript_134371	1
transcript_134374	1
transcript_134377	1
transcript_134378	1
transcript_134380	1
transcript_134384	1
transcript_134385	1
transcript_134386	1
transcript_134387	1
transcript_134388	1
transcript_134389	1
transcript_134391	1
transcript_134392	1
transcript_134394	0
transcript_134398	0
transcript_134399	1
transcript_134400	0
transcript_134401	1
transcript_134403	1
transcript_134405	1
transcript_134406	1
transcript_134407	1
transcript_134410	1
transcript_134411	1
transcript_134415	1
transcript_134417	1
transcript_134420	1
transcript_134421	1
transcript_134423	1
transcript_134428	1
transcript_13443	1
transcript_134430	1
transcript_134431	1
transcript_134432	1
transcript_134434	1
transcript_134435	1
transcript_134437	0
transcript_134439	1
transcript_134443	1
transcript_134445	1
transcript_134450	1
transcript_134453	1
transcript_134456	1
transcript_134457	1
transcript_134458	1
transcript_134459	1
transcript_13446	0
transcript_134461	0
transcript_134467	1
transcript_134470	1
transcript_134472	1
transcript_134475	1
transcript_134476	1
transcript_134477	0
transcript_134481	1
transcript_134483	1
transcript_134485	0
transcript_134488	1
transcript_134492	0
transcript_134493	1
transcript_134497	1
transcript_134498	1
transcript_134499	0
transcript_134500	0
transcript_134503	1
transcript_134506	1
transcript_134507	1
transcript_134510	1
transcript_134511	1
transcript_134513	1
transcript_134514	0
transcript_134516	1
transcript_134517	1
transcript_134518	1
transcript_134520	1
transcript_134522	1
transcript_134523	1
transcript_134524	1
transcript_134526	0
transcript_13453	0
transcript_134538	1
transcript_134539	1
transcript_134559	0
transcript_13456	0
transcript_134562	0
transcript_134563	0
transcript_134565	0
transcript_134566	0
transcript_134567	0
transcript_134568	0
transcript_134569	0
transcript_13457	1
transcript_134570	0
transcript_134572	0
transcript_134576	0
transcript_134577	0
transcript_134578	0
transcript_134579	0
transcript_134580	0
transcript_134582	0
transcript_134583	1
transcript_134584	0
transcript_134587	0
transcript_134589	0
transcript_134593	1
transcript_134599	1
transcript_1346	1
transcript_134601	1
transcript_134603	1
transcript_134604	0
transcript_134605	0
transcript_134609	0
transcript_134611	1
transcript_134613	0
transcript_134615	1
transcript_134617	1
transcript_134618	0
transcript_134620	0
transcript_134621	0
transcript_134622	0
transcript_134623	0
transcript_134625	0
transcript_13463	1
transcript_134633	0
transcript_134635	0
transcript_134637	1
transcript_13464	1
transcript_134651	1
transcript_134655	1
transcript_134656	1
transcript_134657	0
transcript_134659	1
transcript_13466	0
transcript_134661	0
transcript_134664	0
transcript_134666	1
transcript_134669	1
transcript_134671	1
transcript_134677	0
transcript_13468	1
transcript_134683	1
transcript_134684	1
transcript_134687	0
transcript_13469	2
transcript_134696	1
transcript_134697	1
transcript_134698	1
transcript_13470	1
transcript_134700	1
transcript_134702	1
transcript_134704	1
transcript_134709	1
transcript_13471	1
transcript_134710	2
transcript_134711	1
transcript_134712	1
transcript_134713	1
transcript_134714	1
transcript_134716	1
transcript_134717	1
transcript_134719	1
transcript_134723	1
transcript_134724	1
transcript_134726	0
transcript_134728	1
transcript_134732	1
transcript_134733	1
transcript_134734	0
transcript_134735	1
transcript_134736	1
transcript_134737	1
transcript_134742	1
transcript_134743	1
transcript_134744	1
transcript_134745	1
transcript_134746	1
transcript_134747	1
transcript_134748	1
transcript_134749	1
transcript_134750	1
transcript_134751	0
transcript_134753	1
transcript_134755	1
transcript_134756	1
transcript_134757	1
transcript_134759	0
transcript_13476	1
transcript_134762	1
transcript_134764	1
transcript_134767	1
transcript_134768	1
transcript_134769	1
transcript_134774	1
transcript_134778	1
transcript_134779	1
transcript_134782	1
transcript_134783	1
transcript_134784	1
transcript_134785	1
transcript_134786	1
transcript_134787	1
transcript_134788	1
transcript_134789	1
transcript_134790	1
transcript_134791	1
transcript_134792	1
transcript_134793	1
transcript_134796	1
transcript_1348	1
transcript_134800	1
transcript_134801	1
transcript_134803	1
transcript_134805	1
transcript_134812	1
transcript_134816	1
transcript_13482	1
transcript_134820	1
transcript_134821	1
transcript_134826	1
transcript_134827	1
transcript_134836	0
transcript_134837	1
transcript_13484	1
transcript_134843	0
transcript_134844	0
transcript_134847	0
transcript_134849	0
transcript_13485	1
transcript_134851	1
transcript_134852	1
transcript_134854	1
transcript_134855	1
transcript_134858	1
transcript_13486	0
transcript_134861	0
transcript_134862	0
transcript_134863	0
transcript_13487	1
transcript_134876	1
transcript_134878	1
transcript_134879	1
transcript_134883	1
transcript_13489	1
transcript_134891	1
transcript_134895	1
transcript_134896	1
transcript_13490	1
transcript_134904	2
transcript_134915	1
transcript_134917	0
transcript_134921	1
transcript_134923	1
transcript_134925	0
transcript_134927	1
transcript_134929	1
transcript_134939	1
transcript_13494	1
transcript_134943	1
transcript_134945	0
transcript_134946	1
transcript_134948	0
transcript_134953	0
transcript_134955	0
transcript_134956	0
transcript_134957	0
transcript_13496	1
transcript_134961	0
transcript_134967	0
transcript_134968	0
transcript_134969	0
transcript_134970	0
transcript_134971	0
transcript_134972	0
transcript_13498	1
transcript_134980	1
transcript_134984	0
transcript_134986	0
transcript_134987	0
transcript_134994	1
transcript_135	1
transcript_135001	1
transcript_135005	1
transcript_135006	1
transcript_135008	0
transcript_135010	0
transcript_135011	1
transcript_135013	0
transcript_135014	0
transcript_135015	0
transcript_135016	0
transcript_135021	1
transcript_135022	1
transcript_135023	1
transcript_135024	1
transcript_135025	1
transcript_135027	1
transcript_135028	1
transcript_135029	1
transcript_13503	1
transcript_135030	1
transcript_135031	1
transcript_135032	1
transcript_135033	1
transcript_135034	1
transcript_135035	1
transcript_135036	1
transcript_135037	1
transcript_135038	1
transcript_135039	1
transcript_135040	1
transcript_135041	1
transcript_135043	3
transcript_135044	1
transcript_135045	1
transcript_135046	3
transcript_135049	1
transcript_13505	0
transcript_135052	1
transcript_135053	1
transcript_135057	1
transcript_135058	0
transcript_13506	1
transcript_135064	1
transcript_135065	1
transcript_135066	0
transcript_135067	0
transcript_135068	1
transcript_135071	1
transcript_135074	1
transcript_135075	1
transcript_135078	1
transcript_135079	1
transcript_135085	1
transcript_135086	1
transcript_135087	1
transcript_135089	1
transcript_13509	0
transcript_135091	1
transcript_135094	1
transcript_135095	1
transcript_135096	1
transcript_1351	1
transcript_13510	0
transcript_135103	1
transcript_135104	1
transcript_135105	1
transcript_135110	3
transcript_135111	1
transcript_135112	1
transcript_135113	1
transcript_135115	0
transcript_135116	0
transcript_135118	1
transcript_135120	1
transcript_135122	0
transcript_135125	1
transcript_135128	0
transcript_135130	0
transcript_135131	1
transcript_135133	1
transcript_135139	0
transcript_13514	1
transcript_135143	1
transcript_135145	1
transcript_135148	0
transcript_13515	1
transcript_135154	0
transcript_135155	0
transcript_135156	0
transcript_135158	1
transcript_13516	1
transcript_135165	1
transcript_13517	1
transcript_135170	1
transcript_13518	1
transcript_135180	0
transcript_135182	1
transcript_135183	1
transcript_135184	1
transcript_135186	1
transcript_135188	1
transcript_13519	1
transcript_135193	1
transcript_135194	1
transcript_135200	1
transcript_135202	0
transcript_135206	0
transcript_135208	1
transcript_135209	1
transcript_13521	2
transcript_135215	1
transcript_13522	1
transcript_135224	1
transcript_135229	1
transcript_135230	1
transcript_135238	1
transcript_135239	1
transcript_13524	1
transcript_135240	0
transcript_135242	1
transcript_135244	1
transcript_135246	1
transcript_135249	1
transcript_13525	1
transcript_135250	1
transcript_135252	1
transcript_135253	1
transcript_135258	0
transcript_13526	1
transcript_135260	1
transcript_135261	1
transcript_135265	1
transcript_135267	1
transcript_13527	1
transcript_135274	1
transcript_135279	1
transcript_13528	1
transcript_135280	1
transcript_135284	1
transcript_135285	1
transcript_13529	2
transcript_135296	1
transcript_135298	1
transcript_135304	1
transcript_135314	1
transcript_135315	1
transcript_135316	1
transcript_135317	1
transcript_135321	1
transcript_135322	1
transcript_135324	0
transcript_135326	1
transcript_13533	1
transcript_135333	1
transcript_135337	1
transcript_135338	1
transcript_135340	1
transcript_135342	1
transcript_135345	1
transcript_135346	1
transcript_135347	2
transcript_13535	1
transcript_135351	1
transcript_135353	1
transcript_135355	1
transcript_135359	1
transcript_135360	1
transcript_135362	1
transcript_135367	1
transcript_135368	1
transcript_135374	0
transcript_135376	0
transcript_135378	1
transcript_135379	0
transcript_135382	1
transcript_135384	0
transcript_135388	1
transcript_135389	0
transcript_13539	1
transcript_135396	1
transcript_135397	1
transcript_1354	1
transcript_13540	1
transcript_135401	1
transcript_135402	1
transcript_135404	1
transcript_135405	1
transcript_135406	1
transcript_135408	1
transcript_13541	1
transcript_135416	1
transcript_135418	1
transcript_135420	0
transcript_135422	0
transcript_135425	1
transcript_135428	1
transcript_13543	1
transcript_135434	0
transcript_135435	1
transcript_135437	1
transcript_135439	0
transcript_135440	1
transcript_135442	1
transcript_135445	1
transcript_135446	1
transcript_135451	1
transcript_135453	1
transcript_135458	0
transcript_135459	1
transcript_13546	1
transcript_135461	1
transcript_135467	1
transcript_135468	1
transcript_13547	1
transcript_135470	1
transcript_135476	1
transcript_135477	1
transcript_135478	1
transcript_135484	1
transcript_135488	1
transcript_135489	1
transcript_13549	1
transcript_135490	0
transcript_135493	1
transcript_135494	1
transcript_135497	0
transcript_1355	1
transcript_13550	1
transcript_135501	1
transcript_135505	0
transcript_135506	1
transcript_135507	0
transcript_135509	0
transcript_135510	1
transcript_135513	0
transcript_135518	1
transcript_13552	1
transcript_135521	1
transcript_135523	0
transcript_135527	1
transcript_135529	0
transcript_13553	1
transcript_135532	0
transcript_135535	0
transcript_135539	1
transcript_13554	1
transcript_135540	0
transcript_135542	0
transcript_135544	1
transcript_13555	1
transcript_135552	0
transcript_135554	1
transcript_13556	1
transcript_135560	1
transcript_135565	1
transcript_135566	1
transcript_135567	1
transcript_135568	1
transcript_135569	1
transcript_135570	1
transcript_135571	1
transcript_135572	1
transcript_135575	1
transcript_135579	1
transcript_13558	1
transcript_135580	1
transcript_135583	1
transcript_135584	0
transcript_135585	0
transcript_135589	1
transcript_13559	1
transcript_135590	1
transcript_135591	0
transcript_135593	1
transcript_135594	0
transcript_135596	1
transcript_135597	1
transcript_135600	1
transcript_135603	1
transcript_135604	1
transcript_135608	1
transcript_135609	1
transcript_13561	1
transcript_135610	0
transcript_135613	1
transcript_135614	1
transcript_135615	1
transcript_135616	1
transcript_135617	1
transcript_13562	1
transcript_135624	1
transcript_13563	1
transcript_13564	1
transcript_135641	1
transcript_135642	1
transcript_135645	1
transcript_135646	0
transcript_135647	0
transcript_13565	1
transcript_135650	1
transcript_135652	0
transcript_135657	1
transcript_135658	1
transcript_135659	0
transcript_13566	1
transcript_135660	1
transcript_135661	1
transcript_135665	0
transcript_135667	1
transcript_13567	1
transcript_135671	1
transcript_135672	1
transcript_135673	1
transcript_13568	0
transcript_135682	1
transcript_135683	1
transcript_135687	1
transcript_135689	1
transcript_135690	1
transcript_135691	0
transcript_135694	1
transcript_135695	1
transcript_135700	0
transcript_135701	1
transcript_135703	0
transcript_135707	0
transcript_135709	0
transcript_13571	0
transcript_135710	0
transcript_135712	0
transcript_135716	0
transcript_13572	0
transcript_135722	2
transcript_135723	0
transcript_135733	0
transcript_135741	0
transcript_13575	0
transcript_135750	0
transcript_135757	0
transcript_13576	0
transcript_135763	1
transcript_135766	1
transcript_135767	1
transcript_135768	1
transcript_135770	1
transcript_135776	1
transcript_135787	1
transcript_135788	1
transcript_135789	1
transcript_13579	1
transcript_135790	0
transcript_135798	0
transcript_135799	0
transcript_1358	1
transcript_13580	1
transcript_135803	1
transcript_135806	1
transcript_135807	1
transcript_135808	0
transcript_13581	1
transcript_135811	1
transcript_135812	0
transcript_135814	1
transcript_135815	0
transcript_135817	0
transcript_135820	1
transcript_135821	1
transcript_135827	1
transcript_135829	0
transcript_135830	0
transcript_135832	0
transcript_135833	0
transcript_135836	1
transcript_135837	0
transcript_135838	0
transcript_13584	1
transcript_135840	0
transcript_135842	1
transcript_135844	0
transcript_13585	1
transcript_135853	1
transcript_135856	0
transcript_135859	1
transcript_13586	1
transcript_135860	0
transcript_135861	0
transcript_135864	1
transcript_13587	1
transcript_13588	1
transcript_135883	1
transcript_13589	1
transcript_135890	1
transcript_135893	1
transcript_135894	0
transcript_135896	0
transcript_135897	2
transcript_135898	0
transcript_135899	0
transcript_1359	1
transcript_13590	1
transcript_135905	0
transcript_135909	0
transcript_13591	1
transcript_135917	1
transcript_135918	0
transcript_135919	0
transcript_13592	1
transcript_135921	1
transcript_135922	1
transcript_13593	1
transcript_135934	1
transcript_13594	2
transcript_135940	1
transcript_135945	1
transcript_135946	1
transcript_135949	0
transcript_13595	1
transcript_135950	0
transcript_135951	0
transcript_135952	0
transcript_135957	1
transcript_135958	1
transcript_135959	1
transcript_135963	1
transcript_135964	1
transcript_135965	1
transcript_135966	1
transcript_135967	1
transcript_135968	1
transcript_135969	1
transcript_135970	1
transcript_135971	1
transcript_135972	1
transcript_135973	0
transcript_135976	0
transcript_135977	1
transcript_135984	1
transcript_135990	0
transcript_135991	1
transcript_135992	0
transcript_135993	1
transcript_135996	1
transcript_136	1
transcript_13600	0
transcript_136000	0
transcript_136010	1
transcript_136015	0
transcript_136026	1
transcript_136027	1
transcript_136028	0
transcript_136031	1
transcript_136033	1
transcript_136036	1
transcript_136037	1
transcript_13604	0
transcript_136041	1
transcript_136042	1
transcript_136045	1
transcript_136048	1
transcript_136049	1
transcript_136050	1
transcript_136055	1
transcript_136057	1
transcript_136059	0
transcript_136060	1
transcript_136061	1
transcript_136064	1
transcript_136065	1
transcript_13607	0
transcript_13608	1
transcript_136084	1
transcript_136085	1
transcript_136087	1
transcript_13609	0
transcript_136092	1
transcript_136095	0
transcript_136097	1
transcript_136101	1
transcript_136103	1
transcript_136106	1
transcript_136108	1
transcript_136109	1
transcript_136116	1
transcript_136119	1
transcript_136122	0
transcript_136123	0
transcript_136128	1
transcript_136129	1
transcript_13613	0
transcript_136132	1
transcript_136133	1
transcript_136134	1
transcript_136136	1
transcript_136142	1
transcript_136144	1
transcript_136145	1
transcript_136146	1
transcript_136148	1
transcript_136152	0
transcript_136154	1
transcript_136155	1
transcript_136157	1
transcript_136160	1
transcript_136171	1
transcript_136173	1
transcript_136177	0
transcript_136181	1
transcript_136184	1
transcript_136185	1
transcript_136186	1
transcript_136188	1
transcript_136189	1
transcript_13619	0
transcript_136191	1
transcript_136193	1
transcript_136196	1
transcript_136197	1
transcript_136198	1
transcript_136199	1
transcript_1362	1
transcript_136200	1
transcript_136201	1
transcript_136202	1
transcript_136203	1
transcript_136204	1
transcript_136205	1
transcript_136207	1
transcript_136209	1
transcript_136210	1
transcript_136211	1
transcript_136215	1
transcript_136218	1
transcript_136219	1
transcript_13622	0
transcript_136220	1
transcript_136221	1
transcript_136223	1
transcript_136224	1
transcript_136226	1
transcript_136227	1
transcript_136230	0
transcript_136231	1
transcript_136234	1
transcript_136236	1
transcript_136239	1
transcript_136241	0
transcript_136242	0
transcript_136243	1
transcript_136244	1
transcript_136247	1
transcript_136249	0
transcript_136256	1
transcript_136257	1
transcript_13627	0
transcript_136272	0
transcript_136274	1
transcript_136276	0
transcript_13628	1
transcript_136282	0
transcript_136284	1
transcript_136285	1
transcript_136287	1
transcript_136288	1
transcript_13629	0
transcript_136290	1
transcript_136291	1
transcript_136292	1
transcript_136293	1
transcript_136294	1
transcript_136295	1
transcript_136296	1
transcript_136297	1
transcript_136298	1
transcript_136299	1
transcript_1363	1
transcript_13630	0
transcript_136300	1
transcript_136301	1
transcript_136302	1
transcript_136303	1
transcript_136304	1
transcript_136305	1
transcript_136310	1
transcript_136311	0
transcript_136313	0
transcript_136315	1
transcript_136316	1
transcript_136320	1
transcript_136324	0
transcript_136326	0
transcript_13633	0
transcript_136333	0
transcript_136336	0
transcript_13634	0
transcript_136342	1
transcript_136344	1
transcript_136346	0
transcript_136349	0
transcript_13635	0
transcript_136350	0
transcript_136351	1
transcript_136354	1
transcript_136356	1
transcript_136357	0
transcript_136361	0
transcript_136362	0
transcript_13637	0
transcript_136375	1
transcript_136376	1
transcript_13638	0
transcript_136396	1
transcript_136399	1
transcript_1364	1
transcript_136400	1
transcript_136402	1
transcript_136404	1
transcript_136406	1
transcript_136408	1
transcript_136410	1
transcript_136411	1
transcript_136412	1
transcript_136413	0
transcript_136417	1
transcript_136418	1
transcript_136419	1
transcript_136420	1
transcript_136421	1
transcript_136422	1
transcript_136423	1
transcript_136424	1
transcript_136425	1
transcript_136426	1
transcript_136427	1
transcript_136428	1
transcript_136429	1
transcript_136430	1
transcript_136436	1
transcript_136437	1
transcript_136438	1
transcript_136442	1
transcript_136444	1
transcript_136447	1
transcript_136455	0
transcript_136456	0
transcript_136458	1
transcript_136462	0
transcript_136465	0
transcript_136466	1
transcript_13647	1
transcript_136470	1
transcript_136476	1
transcript_136477	1
transcript_136478	1
transcript_136479	1
transcript_13648	1
transcript_136480	1
transcript_136481	1
transcript_136482	1
transcript_136483	1
transcript_136490	1
transcript_136493	1
transcript_136497	2
transcript_136500	1
transcript_136506	1
transcript_136508	1
transcript_13651	1
transcript_136515	1
transcript_136516	1
transcript_136517	1
transcript_136518	1
transcript_136519	1
transcript_136520	1
transcript_136521	1
transcript_136522	1
transcript_136523	1
transcript_136524	1
transcript_136525	1
transcript_136526	1
transcript_136527	1
transcript_136528	1
transcript_136529	1
transcript_13653	1
transcript_136530	1
transcript_136532	1
transcript_136533	1
transcript_136534	1
transcript_136535	1
transcript_136536	1
transcript_136537	1
transcript_136538	1
transcript_136539	1
transcript_136540	1
transcript_136541	1
transcript_136542	1
transcript_136543	1
transcript_136544	1
transcript_136545	1
transcript_136546	1
transcript_136547	1
transcript_136556	1
transcript_136557	1
transcript_136558	1
transcript_136559	1
transcript_13656	1
transcript_136560	1
transcript_136561	1
transcript_136562	1
transcript_136563	1
transcript_136564	1
transcript_136565	1
transcript_136566	1
transcript_136567	1
transcript_136568	1
transcript_13657	1
transcript_136575	0
transcript_136584	1
transcript_136588	1
transcript_136589	0
transcript_136591	1
transcript_136593	1
transcript_136594	1
transcript_136596	1
transcript_136597	1
transcript_136598	1
transcript_136599	1
transcript_13660	1
transcript_136600	1
transcript_136601	1
transcript_136602	1
transcript_136603	1
transcript_136607	1
transcript_136608	1
transcript_13661	0
transcript_136611	0
transcript_136616	1
transcript_136617	1
transcript_136618	1
transcript_136619	2
transcript_136620	1
transcript_136629	1
transcript_13663	1
transcript_136631	1
transcript_136632	1
transcript_136633	1
transcript_136634	1
transcript_136635	1
transcript_136636	1
transcript_136638	1
transcript_13664	1
transcript_136641	1
transcript_136642	1
transcript_136643	1
transcript_136644	1
transcript_136645	1
transcript_136647	0
transcript_13665	1
transcript_136653	1
transcript_136654	1
transcript_136655	0
transcript_13666	1
transcript_136661	1
transcript_136665	1
transcript_136666	0
transcript_136667	1
transcript_136668	1
transcript_136672	1
transcript_136673	1
transcript_136675	1
transcript_136676	1
transcript_136680	0
transcript_136681	1
transcript_136682	0
transcript_136693	1
transcript_136695	1
transcript_136697	0
transcript_136698	1
transcript_1367	1
transcript_136702	2
transcript_136704	1
transcript_136707	1
transcript_136710	1
transcript_136711	1
transcript_136719	1
transcript_13672	1
transcript_136721	1
transcript_136725	1
transcript_13673	1
transcript_136731	1
transcript_136735	1
transcript_136738	1
transcript_13674	1
transcript_136740	1
transcript_136743	1
transcript_13675	1
transcript_136751	1
transcript_136754	1
transcript_136757	0
transcript_136758	0
transcript_136759	1
transcript_13676	0
transcript_136763	0
transcript_136768	1
transcript_136769	1
transcript_136772	1
transcript_136776	1
transcript_136777	0
transcript_13678	1
transcript_136782	1
transcript_136785	1
transcript_136787	1
transcript_136789	1
transcript_13679	1
transcript_136790	1
transcript_136793	1
transcript_136795	1
transcript_136796	1
transcript_136797	1
transcript_1368	1
transcript_136810	1
transcript_136812	1
transcript_136813	1
transcript_136817	1
transcript_13682	1
transcript_136821	1
transcript_136822	1
transcript_136823	1
transcript_136824	1
transcript_136826	1
transcript_136827	1
transcript_13683	0
transcript_136831	0
transcript_136832	0
transcript_136833	1
transcript_136834	1
transcript_136835	1
transcript_136837	0
transcript_136839	1
transcript_13684	1
transcript_136848	0
transcript_136849	1
transcript_13685	1
transcript_136850	1
